Form,Predicted Gender,True Gender,Class Probabilities,Set,Run
palp,m,m,"[('p', {'f': 0.4521099328994751, 'm': 0.5478900671005249}), ('a', {'f': 0.45788371562957764, 'm': 0.5421162843704224}), ('l', {'f': 0.2816595435142517, 'm': 0.7183405160903931}), ('p', {'f': 0.14798198640346527, 'm': 0.8520179986953735})]",test,8
vɔlt,f,m,"[('v', {'f': 0.98521488904953, 'm': 0.01478515099734068}), ('ɔ', {'f': 0.0900818333029747, 'm': 0.9099181294441223}), ('l', {'f': 0.5326646566390991, 'm': 0.4673353135585785}), ('t', {'f': 0.689843475818634, 'm': 0.3101564645767212})]",test,8
pwas,m,f,"[('p', {'f': 0.4521099328994751, 'm': 0.5478900671005249}), ('w', {'f': 0.25909802317619324, 'm': 0.7409020066261292}), ('a', {'f': 0.1428890824317932, 'm': 0.8571109175682068}), ('s', {'f': 0.41282111406326294, 'm': 0.5871788263320923})]",test,8
tɛst,m,m,"[('t', {'f': 0.41268742084503174, 'm': 0.5873125195503235}), ('ɛ', {'f': 0.14416594803333282, 'm': 0.8558340668678284}), ('s', {'f': 0.9268451929092407, 'm': 0.07315482944250107}), ('t', {'f': 0.031735267490148544, 'm': 0.9682647585868835})]",test,8
pavo,m,m,"[('p', {'f': 0.4521099328994751, 'm': 0.5478900671005249}), ('a', {'f': 0.45788371562957764, 'm': 0.5421162843704224}), ('v', {'f': 0.7288355827331543, 'm': 0.2711644172668457}), ('o', {'f': 0.023176511749625206, 'm': 0.9768234491348267})]",test,8
aʁɛm,m,m,"[('a', {'f': 0.45509374141693115, 'm': 0.5449062585830688}), ('ʁ', {'f': 0.002202724339440465, 'm': 0.9977972507476807}), ('ɛ', {'f': 0.4971075654029846, 'm': 0.5028924345970154}), ('m', {'f': 0.2366146743297577, 'm': 0.7633853554725647})]",test,8
faʃø,m,m,"[('f', {'f': 0.12870793044567108, 'm': 0.8712920546531677}), ('a', {'f': 0.044255781918764114, 'm': 0.955744206905365}), ('ʃ', {'f': 0.8273175954818726, 'm': 0.17268244922161102}), ('ø', {'f': 0.00045100421993993223, 'm': 0.9995489716529846})]",test,8
supe,m,m,"[('s', {'f': 0.2531469166278839, 'm': 0.7468530535697937}), ('u', {'f': 0.024950824677944183, 'm': 0.9750491380691528}), ('p', {'f': 0.9406195878982544, 'm': 0.05938045307993889}), ('e', {'f': 0.15232758224010468, 'm': 0.8476724624633789})]",test,8
gʁas,m,f,"[('g', {'f': 0.38787534832954407, 'm': 0.6121246218681335}), ('ʁ', {'f': 0.003434761194512248, 'm': 0.9965652823448181}), ('a', {'f': 0.023833487182855606, 'm': 0.9761665463447571}), ('s', {'f': 0.14250221848487854, 'm': 0.8574978113174438})]",test,8
ʁis3,m,m,"[('ʁ', {'f': 0.11384787410497665, 'm': 0.8861520886421204}), ('i', {'f': 0.9946373105049133, 'm': 0.005362739320844412}), ('s', {'f': 0.9939457774162292, 'm': 0.006054270546883345}), ('3', {'f': 0.007824872620403767, 'm': 0.9921751618385315})]",test,8
ʒibɛ,m,m,"[('ʒ', {'f': 0.027366330847144127, 'm': 0.9726336002349854}), ('i', {'f': 0.9701017141342163, 'm': 0.02989836595952511}), ('b', {'f': 0.25389736890792847, 'm': 0.7461026310920715}), ('ɛ', {'f': 0.016255447641015053, 'm': 0.9837445020675659})]",test,8
kuʁu,m,m,"[('k', {'f': 0.2737855613231659, 'm': 0.7262144684791565}), ('u', {'f': 0.011505784466862679, 'm': 0.9884942173957825}), ('ʁ', {'f': 0.015556816011667252, 'm': 0.984443187713623}), ('u', {'f': 0.01637522131204605, 'm': 0.9836248159408569})]",test,8
galø,m,m,"[('g', {'f': 0.38787534832954407, 'm': 0.6121246218681335}), ('a', {'f': 0.22760140895843506, 'm': 0.7723985910415649}), ('l', {'f': 0.18099141120910645, 'm': 0.8190085887908936}), ('ø', {'f': 0.0015629958361387253, 'm': 0.9984369874000549})]",test,8
tEʁo,m,m,"[('t', {'f': 0.41268742084503174, 'm': 0.5873125195503235}), ('E', {'f': 0.08122747391462326, 'm': 0.9187725186347961}), ('ʁ', {'f': 0.8801425695419312, 'm': 0.11985740810632706}), ('o', {'f': 0.14954866468906403, 'm': 0.8504513502120972})]",test,8
fɛʁm,m,f,"[('f', {'f': 0.12870793044567108, 'm': 0.8712920546531677}), ('ɛ', {'f': 0.002065525157377124, 'm': 0.9979344606399536}), ('ʁ', {'f': 0.6789907813072205, 'm': 0.32100921869277954}), ('m', {'f': 0.08842141181230545, 'm': 0.9115785956382751})]",test,8
pʁɛʃ,f,m,"[('p', {'f': 0.4521099328994751, 'm': 0.5478900671005249}), ('ʁ', {'f': 0.13006243109703064, 'm': 0.8699375987052917}), ('ɛ', {'f': 0.02250508777797222, 'm': 0.9774948954582214}), ('ʃ', {'f': 0.6410713195800781, 'm': 0.3589286804199219})]",test,8
buda,m,m,"[('b', {'f': 0.20915988087654114, 'm': 0.7908400893211365}), ('u', {'f': 0.14420801401138306, 'm': 0.8557919859886169}), ('d', {'f': 0.037449125200510025, 'm': 0.9625508785247803}), ('a', {'f': 0.47100985050201416, 'm': 0.5289901494979858})]",test,8
blɛʁ,f,m,"[('b', {'f': 0.20915988087654114, 'm': 0.7908400893211365}), ('l', {'f': 0.26545941829681396, 'm': 0.7345405220985413}), ('ɛ', {'f': 0.00877756904810667, 'm': 0.9912223815917969}), ('ʁ', {'f': 0.6119438409805298, 'm': 0.3880561292171478})]",test,8
bl3d,m,f,"[('b', {'f': 0.20915988087654114, 'm': 0.7908400893211365}), ('l', {'f': 0.26545941829681396, 'm': 0.7345405220985413}), ('3', {'f': 0.0009675066685304046, 'm': 0.9990324974060059}), ('d', {'f': 0.0984298586845398, 'm': 0.9015701413154602})]",test,8
fjɛf,m,m,"[('f', {'f': 0.12870793044567108, 'm': 0.8712920546531677}), ('j', {'f': 0.8024682402610779, 'm': 0.1975317895412445}), ('ɛ', {'f': 0.030532194301486015, 'm': 0.96946781873703}), ('f', {'f': 0.03319963067770004, 'm': 0.9668003916740417})]",test,8
ljɛʁ,f,m,"[('l', {'f': 0.48279592394828796, 'm': 0.5172040462493896}), ('j', {'f': 0.3331319987773895, 'm': 0.6668680310249329}), ('ɛ', {'f': 0.013898339122533798, 'm': 0.9861016273498535}), ('ʁ', {'f': 0.9989476799964905, 'm': 0.0010522897355258465})]",test,8
gʁin,f,m,"[('g', {'f': 0.38787534832954407, 'm': 0.6121246218681335}), ('ʁ', {'f': 0.003434761194512248, 'm': 0.9965652823448181}), ('i', {'f': 0.9844338297843933, 'm': 0.015566166490316391}), ('n', {'f': 0.9932512640953064, 'm': 0.006748683284968138})]",test,8
ljan,f,f,"[('l', {'f': 0.48279592394828796, 'm': 0.5172040462493896}), ('j', {'f': 0.3331319987773895, 'm': 0.6668680310249329}), ('a', {'f': 0.15599773824214935, 'm': 0.8440023064613342}), ('n', {'f': 0.7593854665756226, 'm': 0.24061454832553864})]",test,8
pudʁ,m,f,"[('p', {'f': 0.4521099328994751, 'm': 0.5478900671005249}), ('u', {'f': 0.02711687795817852, 'm': 0.9728831648826599}), ('d', {'f': 0.08909494429826736, 'm': 0.910905122756958}), ('ʁ', {'f': 0.02966306172311306, 'm': 0.9703369140625})]",test,8
aʁɔm,m,m,"[('a', {'f': 0.45509374141693115, 'm': 0.5449062585830688}), ('ʁ', {'f': 0.002202724339440465, 'm': 0.9977972507476807}), ('ɔ', {'f': 0.6580597162246704, 'm': 0.3419402837753296}), ('m', {'f': 0.24452511966228485, 'm': 0.755474865436554})]",test,8
ʁ1nʃ,f,m,"[('ʁ', {'f': 0.11384787410497665, 'm': 0.8861520886421204}), ('1', {'f': 0.0021491057705134153, 'm': 0.9978508949279785}), ('n', {'f': 0.08646514266729355, 'm': 0.9135348796844482}), ('ʃ', {'f': 0.9442528486251831, 'm': 0.055747125297784805})]",test,8
tɥœʁ,m,m,"[('t', {'f': 0.41268742084503174, 'm': 0.5873125195503235}), ('ɥ', {'f': 0.6313294172286987, 'm': 0.3686705231666565}), ('œ', {'f': 0.4033659100532532, 'm': 0.5966340899467468}), ('ʁ', {'f': 0.014500853605568409, 'm': 0.9854991436004639})]",test,8
1ʒ1s,f,f,"[('1', {'f': 9.912767563946545e-05, 'm': 0.9999008178710938}), ('ʒ', {'f': 0.6985357999801636, 'm': 0.3014642298221588}), ('1', {'f': 0.0017466978169977665, 'm': 0.9982532858848572}), ('s', {'f': 0.9999856948852539, 'm': 1.428963241778547e-05})]",test,8
ʒyp2,m,m,"[('ʒ', {'f': 0.027366330847144127, 'm': 0.9726336002349854}), ('y', {'f': 0.03908049315214157, 'm': 0.9609194993972778}), ('p', {'f': 0.06952448189258575, 'm': 0.9304755330085754}), ('2', {'f': 0.012993843294680119, 'm': 0.9870061874389648})]",test,8
pluk,m,m,"[('p', {'f': 0.4521099328994751, 'm': 0.5478900671005249}), ('l', {'f': 0.2452746331691742, 'm': 0.7547253966331482}), ('u', {'f': 0.012047501280903816, 'm': 0.9879525303840637}), ('k', {'f': 0.08539096266031265, 'm': 0.9146090149879456})]",test,8
fono,m,m,"[('f', {'f': 0.12870793044567108, 'm': 0.8712920546531677}), ('o', {'f': 0.004414488561451435, 'm': 0.9955854415893555}), ('n', {'f': 0.0865594744682312, 'm': 0.913440465927124}), ('o', {'f': 0.06066746637225151, 'm': 0.9393325448036194})]",test,8
ʃaba,m,m,"[('ʃ', {'f': 0.7070885300636292, 'm': 0.29291146993637085}), ('a', {'f': 0.17064805328845978, 'm': 0.8293519616127014}), ('b', {'f': 0.008072187192738056, 'm': 0.9919278621673584}), ('a', {'f': 0.17727068066596985, 'm': 0.8227294087409973})]",test,8
mino,m,m,"[('m', {'f': 0.0814233347773552, 'm': 0.9185765981674194}), ('i', {'f': 0.8112047910690308, 'm': 0.18879517912864685}), ('n', {'f': 0.8868306875228882, 'm': 0.11316926777362823}), ('o', {'f': 0.019549071788787842, 'm': 0.9804509878158569})]",test,8
ʒ2ʃe,m,f,"[('ʒ', {'f': 0.027366330847144127, 'm': 0.9726336002349854}), ('2', {'f': 0.026482732966542244, 'm': 0.9735172390937805}), ('ʃ', {'f': 0.9732687473297119, 'm': 0.026731295511126518}), ('e', {'f': 0.3729516267776489, 'm': 0.6270483732223511})]",test,8
paʁa,m,m,"[('p', {'f': 0.4521099328994751, 'm': 0.5478900671005249}), ('a', {'f': 0.45788371562957764, 'm': 0.5421162843704224}), ('ʁ', {'f': 0.019477101042866707, 'm': 0.9805229306221008}), ('a', {'f': 0.19429704546928406, 'm': 0.8057029843330383})]",test,8
suʃi,m,m,"[('s', {'f': 0.2531469166278839, 'm': 0.7468530535697937}), ('u', {'f': 0.024950824677944183, 'm': 0.9750491380691528}), ('ʃ', {'f': 0.9847240447998047, 'm': 0.0152759263291955}), ('i', {'f': 0.01342062558978796, 'm': 0.9865793585777283})]",test,8
yzyʁ,f,f,"[('y', {'f': 0.0913499966263771, 'm': 0.9086500406265259}), ('z', {'f': 0.9894780516624451, 'm': 0.010521884076297283}), ('y', {'f': 0.6090423464775085, 'm': 0.39095771312713623}), ('ʁ', {'f': 0.9600722193717957, 'm': 0.039927829056978226})]",test,8
kaʃa,m,f,"[('k', {'f': 0.2737855613231659, 'm': 0.7262144684791565}), ('a', {'f': 0.3579712510108948, 'm': 0.6420287489891052}), ('ʃ', {'f': 0.0931456908583641, 'm': 0.9068542718887329}), ('a', {'f': 0.15106821060180664, 'm': 0.8489317893981934})]",test,8
mɛtʁ,m,m,"[('m', {'f': 0.0814233347773552, 'm': 0.9185765981674194}), ('ɛ', {'f': 0.008648289367556572, 'm': 0.9913517236709595}), ('t', {'f': 0.7989691495895386, 'm': 0.2010308802127838}), ('ʁ', {'f': 0.003202271880581975, 'm': 0.9967977404594421})]",test,8
paʁk,m,m,"[('p', {'f': 0.4521099328994751, 'm': 0.5478900671005249}), ('a', {'f': 0.45788371562957764, 'm': 0.5421162843704224}), ('ʁ', {'f': 0.019477101042866707, 'm': 0.9805229306221008}), ('k', {'f': 0.47154736518859863, 'm': 0.5284525752067566})]",test,8
k2t1,m,m,"[('k', {'f': 0.2737855613231659, 'm': 0.7262144684791565}), ('2', {'f': 0.0012934819096699357, 'm': 0.9987064599990845}), ('t', {'f': 0.04312689229846001, 'm': 0.9568731188774109}), ('1', {'f': 0.00035597526584751904, 'm': 0.9996440410614014})]",test,8
djɛt,f,f,"[('d', {'f': 0.4838482439517975, 'm': 0.5161517858505249}), ('j', {'f': 0.6880891919136047, 'm': 0.31191083788871765}), ('ɛ', {'f': 0.033133912831544876, 'm': 0.966866135597229}), ('t', {'f': 0.9112626314163208, 'm': 0.088737353682518})]",test,8
skwo,m,f,"[('s', {'f': 0.2531469166278839, 'm': 0.7468530535697937}), ('k', {'f': 0.2822916507720947, 'm': 0.7177083492279053}), ('w', {'f': 0.005207137204706669, 'm': 0.9947928786277771}), ('o', {'f': 0.00296404049731791, 'm': 0.9970359802246094})]",test,8
asid,m,m,"[('a', {'f': 0.45509374141693115, 'm': 0.5449062585830688}), ('s', {'f': 0.6859362721443176, 'm': 0.3140637278556824}), ('i', {'f': 0.9638775587081909, 'm': 0.03612242266535759}), ('d', {'f': 0.0009032660746015608, 'm': 0.9990967512130737})]",test,8
1s3t,f,f,"[('1', {'f': 9.912767563946545e-05, 'm': 0.9999008178710938}), ('s', {'f': 0.9999288320541382, 'm': 7.11359825800173e-05}), ('3', {'f': 0.01779392920434475, 'm': 0.9822061061859131}), ('t', {'f': 0.6199455857276917, 'm': 0.3800543546676636})]",test,8
ʁək3,m,m,"[('ʁ', {'f': 0.11384787410497665, 'm': 0.8861520886421204}), ('ə', {'f': 0.9699438810348511, 'm': 0.030056163668632507}), ('k', {'f': 0.5702259540557861, 'm': 0.4297739863395691}), ('3', {'f': 0.009747015312314034, 'm': 0.9902529716491699})]",test,8
an2s,f,f,"[('a', {'f': 0.45509374141693115, 'm': 0.5449062585830688}), ('n', {'f': 0.67975252866745, 'm': 0.32024744153022766}), ('2', {'f': 0.0008572448859922588, 'm': 0.9991427659988403}), ('s', {'f': 0.6891204118728638, 'm': 0.31087949872016907})]",test,8
nuvo,m,m,"[('n', {'f': 0.8589552044868469, 'm': 0.14104482531547546}), ('u', {'f': 0.034742213785648346, 'm': 0.9652578234672546}), ('v', {'f': 0.9815117716789246, 'm': 0.01848827674984932}), ('o', {'f': 0.001734208781272173, 'm': 0.99826580286026})]",test,8
ʁuʁi,f,f,"[('ʁ', {'f': 0.11384787410497665, 'm': 0.8861520886421204}), ('u', {'f': 0.04610751196742058, 'm': 0.9538925290107727}), ('ʁ', {'f': 0.014537601731717587, 'm': 0.9854624271392822}), ('i', {'f': 0.9930188059806824, 'm': 0.006981121376156807})]",test,8
gild,m,f,"[('g', {'f': 0.38787534832954407, 'm': 0.6121246218681335}), ('i', {'f': 0.06644659489393234, 'm': 0.9335533380508423}), ('l', {'f': 0.10794917494058609, 'm': 0.8920508623123169}), ('d', {'f': 0.0014332161517813802, 'm': 0.9985668063163757})]",test,8
fuʁg,f,m,"[('f', {'f': 0.12870793044567108, 'm': 0.8712920546531677}), ('u', {'f': 0.01324715930968523, 'm': 0.9867528676986694}), ('ʁ', {'f': 0.1695718914270401, 'm': 0.8304281234741211}), ('g', {'f': 0.7898223996162415, 'm': 0.21017764508724213})]",test,8
tipi,f,m,"[('t', {'f': 0.41268742084503174, 'm': 0.5873125195503235}), ('i', {'f': 0.2953149378299713, 'm': 0.7046850323677063}), ('p', {'f': 0.08915034681558609, 'm': 0.9108496308326721}), ('i', {'f': 0.5907065868377686, 'm': 0.40929344296455383})]",test,8
palɛ,m,m,"[('p', {'f': 0.4521099328994751, 'm': 0.5478900671005249}), ('a', {'f': 0.45788371562957764, 'm': 0.5421162843704224}), ('l', {'f': 0.2816595435142517, 'm': 0.7183405160903931}), ('ɛ', {'f': 0.004507468082010746, 'm': 0.9954924583435059})]",test,8
aʁʃi,f,m,"[('a', {'f': 0.45509374141693115, 'm': 0.5449062585830688}), ('ʁ', {'f': 0.002202724339440465, 'm': 0.9977972507476807}), ('ʃ', {'f': 0.8756886720657349, 'm': 0.12431129813194275}), ('i', {'f': 0.8878557682037354, 'm': 0.11214421689510345})]",test,8
fyte,f,f,"[('f', {'f': 0.12870793044567108, 'm': 0.8712920546531677}), ('y', {'f': 0.017314182594418526, 'm': 0.9826858043670654}), ('t', {'f': 0.5904964804649353, 'm': 0.40950360894203186}), ('e', {'f': 0.6638742089271545, 'm': 0.33612585067749023})]",test,8
ʁəb2,m,m,"[('ʁ', {'f': 0.11384787410497665, 'm': 0.8861520886421204}), ('ə', {'f': 0.9699438810348511, 'm': 0.030056163668632507}), ('b', {'f': 0.5454452037811279, 'm': 0.4545547664165497}), ('2', {'f': 0.0011772627476602793, 'm': 0.9988227486610413})]",test,8
kat3,m,f,"[('k', {'f': 0.2737855613231659, 'm': 0.7262144684791565}), ('a', {'f': 0.3579712510108948, 'm': 0.6420287489891052}), ('t', {'f': 0.12211276590824127, 'm': 0.8778873085975647}), ('3', {'f': 0.01756392791867256, 'm': 0.9824360609054565})]",test,8
viz2,m,m,"[('v', {'f': 0.98521488904953, 'm': 0.01478515099734068}), ('i', {'f': 0.483036607503891, 'm': 0.5169634222984314}), ('z', {'f': 0.9804337620735168, 'm': 0.019566252827644348}), ('2', {'f': 0.23718051612377167, 'm': 0.7628194689750671})]",test,8
tʁip,f,f,"[('t', {'f': 0.41268742084503174, 'm': 0.5873125195503235}), ('ʁ', {'f': 0.016855798661708832, 'm': 0.9831441640853882}), ('i', {'f': 0.9729045629501343, 'm': 0.027095461264252663}), ('p', {'f': 0.7966590523719788, 'm': 0.20334097743034363})]",test,8
føtʁ,m,m,"[('f', {'f': 0.12870793044567108, 'm': 0.8712920546531677}), ('ø', {'f': 0.00028187708812765777, 'm': 0.9997181296348572}), ('t', {'f': 0.9857412576675415, 'm': 0.01425877958536148}), ('ʁ', {'f': 0.010362708009779453, 'm': 0.9896373152732849})]",test,8
fʁɛt,f,m,"[('f', {'f': 0.12870793044567108, 'm': 0.8712920546531677}), ('ʁ', {'f': 0.09891967475414276, 'm': 0.901080310344696}), ('ɛ', {'f': 0.03625181317329407, 'm': 0.9637482166290283}), ('t', {'f': 0.9576808214187622, 'm': 0.04231913760304451})]",test,8
ʃəvø,m,m,"[('ʃ', {'f': 0.7070885300636292, 'm': 0.29291146993637085}), ('ə', {'f': 0.014532158151268959, 'm': 0.9854678511619568}), ('v', {'f': 0.9078025221824646, 'm': 0.09219745546579361}), ('ø', {'f': 0.015826083719730377, 'm': 0.9841738939285278})]",test,8
gʁɔl,f,f,"[('g', {'f': 0.38787534832954407, 'm': 0.6121246218681335}), ('ʁ', {'f': 0.003434761194512248, 'm': 0.9965652823448181}), ('ɔ', {'f': 0.12124630808830261, 'm': 0.878753662109375}), ('l', {'f': 0.811664342880249, 'm': 0.1883356273174286})]",test,8
dʒɛt,m,m,"[('d', {'f': 0.4838482439517975, 'm': 0.5161517858505249}), ('ʒ', {'f': 0.002949512330815196, 'm': 0.9970505237579346}), ('ɛ', {'f': 0.010178225114941597, 'm': 0.9898217916488647}), ('t', {'f': 0.04228802025318146, 'm': 0.9577119946479797})]",test,8
aʁ1g,m,f,"[('a', {'f': 0.45509374141693115, 'm': 0.5449062585830688}), ('ʁ', {'f': 0.002202724339440465, 'm': 0.9977972507476807}), ('1', {'f': 0.060597021132707596, 'm': 0.9394029378890991}), ('g', {'f': 0.4595535099506378, 'm': 0.5404465198516846})]",test,8
wɛst,m,m,"[('w', {'f': 0.7509701251983643, 'm': 0.24902984499931335}), ('ɛ', {'f': 0.006679881829768419, 'm': 0.993320107460022}), ('s', {'f': 0.880061149597168, 'm': 0.11993888765573502}), ('t', {'f': 0.022477032616734505, 'm': 0.9775229096412659})]",test,8
fino,m,m,"[('f', {'f': 0.12870793044567108, 'm': 0.8712920546531677}), ('i', {'f': 0.5734684467315674, 'm': 0.42653152346611023}), ('n', {'f': 0.9233858585357666, 'm': 0.07661411166191101}), ('o', {'f': 0.011191952973604202, 'm': 0.9888079762458801})]",test,8
alɛn,f,f,"[('a', {'f': 0.45509374141693115, 'm': 0.5449062585830688}), ('l', {'f': 0.277337908744812, 'm': 0.722662091255188}), ('ɛ', {'f': 0.014436437748372555, 'm': 0.9855636358261108}), ('n', {'f': 0.5058950185775757, 'm': 0.4941049814224243})]",test,8
m1ga,m,m,"[('m', {'f': 0.0814233347773552, 'm': 0.9185765981674194}), ('1', {'f': 0.0011315547162666917, 'm': 0.998868465423584}), ('g', {'f': 0.08239753544330597, 'm': 0.9176024794578552}), ('a', {'f': 0.01951421983540058, 'm': 0.9804857969284058})]",test,8
kʁaʃ,m,m,"[('k', {'f': 0.2737855613231659, 'm': 0.7262144684791565}), ('ʁ', {'f': 0.037757229059934616, 'm': 0.9622427225112915}), ('a', {'f': 0.09542607516050339, 'm': 0.904573917388916}), ('ʃ', {'f': 0.018843473866581917, 'm': 0.981156587600708})]",test,8
mœbl,m,m,"[('m', {'f': 0.0814233347773552, 'm': 0.9185765981674194}), ('œ', {'f': 0.41295263171195984, 'm': 0.5870473384857178}), ('b', {'f': 0.35295936465263367, 'm': 0.6470406651496887}), ('l', {'f': 0.17910948395729065, 'm': 0.8208905458450317})]",test,8
kaki,m,m,"[('k', {'f': 0.2737855613231659, 'm': 0.7262144684791565}), ('a', {'f': 0.3579712510108948, 'm': 0.6420287489891052}), ('k', {'f': 0.17477358877658844, 'm': 0.8252264261245728}), ('i', {'f': 0.019464856013655663, 'm': 0.9805352091789246})]",test,8
klœb,m,m,"[('k', {'f': 0.2737855613231659, 'm': 0.7262144684791565}), ('l', {'f': 0.1132408082485199, 'm': 0.8867591619491577}), ('œ', {'f': 0.17606191337108612, 'm': 0.8239381313323975}), ('b', {'f': 0.09719599038362503, 'm': 0.9028039574623108})]",test,8
naʒa,m,m,"[('n', {'f': 0.8589552044868469, 'm': 0.14104482531547546}), ('a', {'f': 0.5665655732154846, 'm': 0.43343448638916016}), ('ʒ', {'f': 0.00020310099353082478, 'm': 0.9997969269752502}), ('a', {'f': 0.1101834699511528, 'm': 0.8898165225982666})]",test,8
fl3g,f,m,"[('f', {'f': 0.12870793044567108, 'm': 0.8712920546531677}), ('l', {'f': 0.26423701643943787, 'm': 0.7357629537582397}), ('3', {'f': 0.0033197286538779736, 'm': 0.9966802597045898}), ('g', {'f': 0.7500880360603333, 'm': 0.24991200864315033})]",test,8
ubli,m,m,"[('u', {'f': 0.033713046461343765, 'm': 0.9662870168685913}), ('b', {'f': 0.44565045833587646, 'm': 0.5543494820594788}), ('l', {'f': 0.1688656210899353, 'm': 0.8311343789100647}), ('i', {'f': 0.20912779867649078, 'm': 0.7908722758293152})]",test,8
mɔʁv,f,f,"[('m', {'f': 0.0814233347773552, 'm': 0.9185765981674194}), ('ɔ', {'f': 0.11264128983020782, 'm': 0.8873586654663086}), ('ʁ', {'f': 0.03274117037653923, 'm': 0.9672588109970093}), ('v', {'f': 0.9483378529548645, 'm': 0.05166212096810341})]",test,8
aʁk1,m,m,"[('a', {'f': 0.45509374141693115, 'm': 0.5449062585830688}), ('ʁ', {'f': 0.002202724339440465, 'm': 0.9977972507476807}), ('k', {'f': 0.725287914276123, 'm': 0.27471211552619934}), ('1', {'f': 1.0873961400648113e-05, 'm': 0.9999891519546509})]",test,8
ljɔn,f,f,"[('l', {'f': 0.48279592394828796, 'm': 0.5172040462493896}), ('j', {'f': 0.3331319987773895, 'm': 0.6668680310249329}), ('ɔ', {'f': 0.08235310018062592, 'm': 0.9176469445228577}), ('n', {'f': 0.942947506904602, 'm': 0.05705248564481735})]",test,8
vɛʁɲ,f,m,"[('v', {'f': 0.98521488904953, 'm': 0.01478515099734068}), ('ɛ', {'f': 0.018689509481191635, 'm': 0.9813104867935181}), ('ʁ', {'f': 0.10102934390306473, 'm': 0.8989706635475159}), ('ɲ', {'f': 0.8015098571777344, 'm': 0.19849012792110443})]",test,8
